title,brand,model,price,year,body_type,volume,fuel,gearbox,type
BMW X5,BMW,X5,5200000,2003,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,4500000,2003,кроссовер,3.0,бензин,автомат,Б/у
BMW 320,BMW,320,1200000,1994,седан,2.0,бензин,механика,Б/у
BMW 118,BMW,118,7400000,2013,хэтчбек,1.6,бензин,автомат,Б/у
BMW 330,BMW,330,5000000,2001,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,18000000,2014,кроссовер,3.0,бензин,автомат,Б/у
BMW 325,BMW,325,4200000,2002,седан,2.5,бензин,автомат,Б/у
BMW 525,BMW,525,800000,1991,седан,2.5,бензин,механика,Б/у
BMW 728,BMW,728,4000000,1998,седан,2.8,бензин,автомат,Б/у
BMW 325,BMW,325,2600000,1998,седан,2.5,бензин,механика,Б/у
BMW 320,BMW,320,18500000,2021,седан,2.0,бензин,автомат,Б/у
BMW 325,BMW,325,2000000,1992,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,1300000,1994,седан,2.5,бензин,механика,Б/у
BMW 328,BMW,328,2000000,1993,седан,2.8,бензин,механика,Б/у
BMW 525,BMW,525,4600000,1996,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,4800000,2001,кроссовер,3.0,бензин,автомат,Б/у
BMW 316,BMW,316,600000,1993,седан,1.6,бензин,механика,Б/у
BMW 325,BMW,325,18900000,2021,седан,2.0,бензин,автомат,Б/у
BMW 530,BMW,530,3500000,2002,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2800000,1997,седан,2.5,бензин,автомат,Б/у
BMW 330,BMW,330,17000000,1988,седан,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,8990000,2009,кроссовер,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,10500000,2012,седан,2.0,бензин,автомат,Б/у
BMW 528,BMW,528,2200000,1996,седан,2.8,бензин,автомат,Б/у
BMW 740,BMW,740,38000000,2021,седан,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,13500000,2012,кроссовер,3.0,бензин,автомат,Б/у
BMW 728,BMW,728,3000000,1995,седан,2.8,бензин,автомат,Б/у
BMW 518,BMW,518,1050000,1993,седан,1.8,бензин,механика,Б/у
BMW 740,BMW,740,4500000,1997,седан,4.4,бензин,автомат,Б/у
BMW 530,BMW,530,7500000,2007,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,17700000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW 328,BMW,328,1850000,1996,седан,2.8,бензин,автомат,Б/у
BMW 735,BMW,735,5800000,2004,седан,3.6,бензин,автомат,Б/у
BMW X6,BMW,X6,7650000,2008,кроссовер,3.0,бензин,автомат,Б/у
BMW 518,BMW,518,1100000,1993,седан,1.8,бензин,механика,Б/у
BMW 528,BMW,528,3200000,2000,седан,2.8,бензин,автомат,Б/у
BMW X7,BMW,X7,47400000,2022,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1650000,1989,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,700000,1991,седан,2.5,бензин,механика,Б/у
BMW 530,BMW,530,6300000,2003,седан,3.0,бензин,автомат,Б/у
BMW 318,BMW,318,4400000,2006,седан,2.0,бензин,автомат,Б/у
BMW 528,BMW,528,2100000,1996,седан,2.8,бензин,механика,Б/у
BMW 525,BMW,525,4100000,2001,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,7500000,2007,кроссовер,4.8,бензин,автомат,Б/у
BMW 530,BMW,530,15000000,2020,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,4700000,2005,кроссовер,3.0,бензин,автомат,Б/у
BMW 750,BMW,750,12500000,2013,седан,4.4,бензин,автомат,Б/у
BMW 528,BMW,528,3200000,1998,седан,2.8,бензин,механика,Б/у
BMW X5,BMW,X5,21500000,2018,кроссовер,3.0,бензин,автомат,Б/у
BMW 745,BMW,745,2490000,2001,седан,4.4,бензин,автомат,Б/у
BMW 540,BMW,540,13000000,2008,седан,4.0,бензин,автомат,Б/у
BMW 525,BMW,525,1450000,1993,седан,2.5,бензин,механика,Б/у
BMW 435,BMW,435,10500000,2015,купе,3.0,бензин,автомат,Б/у
BMW 550,BMW,550,8500000,2006,седан,4.8,бензин,автомат,Б/у
BMW 530,BMW,530,19500000,2018,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,16500000,2015,кроссовер,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,600000,1992,седан,2.0,бензин,механика,Б/у
BMW 540,BMW,540,30000000,2022,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,6500000,2008,седан,3.0,бензин,автомат,Б/у
BMW 850,BMW,850,50000000,1994,купе,5.0,бензин,механика,Б/у
BMW 316,BMW,316,800000,1992,седан,1.6,бензин,механика,Б/у
BMW 528,BMW,528,2700000,1997,седан,2.8,бензин,механика,Б/у
BMW 520,BMW,520,1900000,1995,седан,2.0,бензин,механика,Б/у
BMW X5,BMW,X5,9500000,2007,кроссовер,4.8,бензин,автомат,Б/у
BMW 318,BMW,318,5700000,2002,универсал,2.0,бензин,механика,Б/у
BMW 330,BMW,330,4500000,2002,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2500000,1997,седан,2.5,бензин,автомат,Б/у
BMW 520,BMW,520,10000000,2019,седан,2.0,дизель,автомат,Б/у
BMW X5,BMW,X5,3000000,2001,кроссовер,4.4,газ-бензин,автомат,Б/у
BMW 750,BMW,750,6000000,2006,седан,4.8,бензин,автомат,Б/у
BMW 430,BMW,430,13000000,2016,кабриолет,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,4200000,2001,седан,2.5,бензин,автомат,Б/у
BMW 530,BMW,530,2800000,1994,седан,3.0,бензин,механика,Б/у
BMW X5,BMW,X5,8150000,2007,кроссовер,4.8,бензин,автомат,Б/у
BMW 530,BMW,530,30500000,2022,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,29000000,2019,кроссовер,3.0,бензин,автомат,Б/у
BMW 640,BMW,640,15500000,2012,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,33000000,2019,кроссовер,3.0,бензин,автомат,Б/у
BMW 335,BMW,335,12200000,2012,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1400000,1990,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,3500000,2001,седан,2.5,бензин,автомат,Б/у
BMW 530,BMW,530,7000000,2007,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,4000000,1994,седан,2.5,бензин,механика,Б/у
BMW X5,BMW,X5,32000000,2018,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,6999999,2004,кроссовер,3.0,бензин,автомат,Б/у
BMW 325,BMW,325,4000000,2003,седан,2.5,бензин,автомат,Б/у
BMW 520,BMW,520,3000000,1995,седан,2.0,бензин,механика,Б/у
BMW X5,BMW,X5,11000000,2016,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,11000000,2012,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,42000000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,46000000,2022,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,15200000,2015,кроссовер,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,400000,1987,седан,2.0,бензин,механика,Б/у
BMW 318,BMW,318,805000,1993,седан,1.8,бензин,механика,Б/у
BMW M3,BMW,M3,63000000,2023,универсал,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,54000000,2023,кроссовер,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,5300000,2002,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,4500000,1997,седан,2.5,бензин,автомат,Б/у
BMW X6,BMW,X6,19500000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,17000000,2018,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,1650000,1994,седан,2.5,бензин,механика,Б/у
BMW X5,BMW,X5,7700000,2004,кроссовер,3.0,бензин,автомат,Б/у
BMW 318,BMW,318,850000,1992,седан,1.8,бензин,механика,Б/у
BMW 430,BMW,430,10000000,2016,лифтбек,2.0,бензин,автомат,Б/у
BMW 740,BMW,740,10500000,2010,седан,3.0,бензин,автомат,Б/у
BMW 320,BMW,320,2050000,1994,седан,2.0,бензин,механика,Б/у
BMW 535,BMW,535,12300000,2014,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1800000,1992,седан,2.5,бензин,механика,Б/у
BMW 520,BMW,520,1500000,1990,седан,2.0,бензин,механика,Б/у
BMW 525,BMW,525,15000000,1995,седан,2.5,бензин,автомат,Б/у
BMW X7,BMW,X7,58000000,2023,кроссовер,4.4,бензин,автомат,Б/у
BMW X5,BMW,X5,7000000,2004,кроссовер,3.0,бензин,автомат,Б/у
BMW 535,BMW,535,11500000,2012,седан,3.0,бензин,автомат,Б/у
BMW 328,BMW,328,8400000,2013,седан,2.0,бензин,автомат,Б/у
BMW 535,BMW,535,10500000,2011,седан,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,1300000,1997,седан,2.8,бензин,автомат,Б/у
BMW 528,BMW,528,3100000,1996,седан,2.8,бензин,механика,Б/у
BMW 316,BMW,316,1850000,1999,седан,1.9,бензин,механика,Б/у
BMW 528,BMW,528,3600000,1996,седан,2.8,бензин,автомат,Б/у
BMW 525,BMW,525,2750000,1998,седан,2.5,бензин,автомат,Б/у
BMW 318,BMW,318,750000,1992,седан,1.8,бензин,механика,Б/у
BMW 525,BMW,525,1900000,1996,седан,2.5,бензин,механика,Б/у
BMW X5,BMW,X5,7500000,2006,кроссовер,4.8,бензин,автомат,Б/у
BMW 730,BMW,730,2550000,1995,седан,3.0,бензин,механика,Б/у
BMW 528,BMW,528,2500000,1996,седан,2.8,бензин,автомат,Б/у
BMW X3,BMW,X3,23000000,2021,кроссовер,2.0,бензин,автомат,Б/у
BMW 535,BMW,535,14000000,2016,седан,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,8995000,2010,седан,3.0,бензин,автомат,Б/у
BMW 325,BMW,325,23500000,2024,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,2200000,2000,универсал,2.5,бензин,автомат,Б/у
BMW 525,BMW,525,5200000,2004,седан,2.5,бензин,автомат,Б/у
BMW 528,BMW,528,2450000,1996,седан,2.8,газ-бензин,автомат,Б/у
BMW 740,BMW,740,51000000,2022,седан,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,4450000,2001,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2300000,1995,седан,2.5,бензин,механика,Б/у
BMW 520,BMW,520,1150000,1990,седан,2.0,бензин,механика,Б/у
BMW X6,BMW,X6,11900000,2011,кроссовер,4.4,бензин,автомат,Б/у
BMW X6,BMW,X6,13000000,2013,кроссовер,3.0,бензин,автомат,Б/у
BMW 730,BMW,730,2700000,1997,седан,3.0,бензин,автомат,Б/у
BMW X1,BMW,X1,15000000,2019,кроссовер,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,14500000,2013,кроссовер,3.0,бензин,автомат,Б/у
BMW 523,BMW,523,1900000,1996,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,4500000,2006,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,81000000,2024,кроссовер,4.4,бензин,автомат,Б/у
BMW 318,BMW,318,2100000,1996,седан,1.8,бензин,механика,Б/у
BMW X5,BMW,X5,11800000,2012,кроссовер,3.0,бензин,автомат,Б/у
BMW 320,BMW,320,5700000,2015,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,1250000,1993,седан,2.5,гибрид,механика,Б/у
BMW 318,BMW,318,1225000,1991,седан,1.8,бензин,механика,Б/у
BMW 740,BMW,740,63000000,2023,седан,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,1450000,1990,седан,2.5,бензин,механика,Б/у
BMW 525,BMW,525,3000000,1992,седан,2.5,бензин,механика,Б/у
BMW 323,BMW,323,3150000,1999,седан,2.5,бензин,автомат,Б/у
BMW 528,BMW,528,3000000,1996,седан,2.8,бензин,автомат,Б/у
BMW X5 M,BMW,X5 M,60000000,2021,кроссовер,4.4,бензин,автомат,Б/у
BMW 520,BMW,520,1590000,1991,седан,2.0,бензин,механика,Б/у
BMW X3,BMW,X3,17900000,2018,кроссовер,2.0,бензин,автомат,Б/у
BMW 535,BMW,535,9800000,2011,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,26000000,2018,кроссовер,3.0,бензин,автомат,Б/у
BMW 528,BMW,528,10200000,2010,седан,3.0,бензин,автомат,Б/у
BMW X7,BMW,X7,82000000,2025,кроссовер,3.0,бензин,автомат,Б/у
BMW X7,BMW,X7,65000000,2023,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2600000,1996,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,14900000,2015,кроссовер,3.0,бензин,автомат,Б/у
BMW 520,BMW,520,2500000,1990,седан,2.0,бензин,механика,Б/у
BMW 330,BMW,330,8500000,2018,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,9600000,2007,кроссовер,3.0,бензин,автомат,Б/у
BMW 323,BMW,323,2900000,1999,седан,2.5,бензин,автомат,Б/у
BMW 728,BMW,728,2500000,1996,седан,2.8,бензин,автомат,Б/у
BMW X5,BMW,X5,16200000,2015,кроссовер,3.0,бензин,автомат,Б/у
BMW X6,BMW,X6,16900000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,800000,1993,седан,2.8,бензин,механика,Б/у
BMW X6,BMW,X6,10000000,2014,кроссовер,3.0,бензин,автомат,Б/у
BMW 525,BMW,525,2200000,1995,седан,2.5,бензин,автомат,Б/у
BMW 535,BMW,535,13500000,2015,седан,3.0,бензин,автомат,Б/у
BMW M5,BMW,M5,113000000,2024,седан,4.4,гибрид,автомат,Б/у
BMW 525,BMW,525,3500000,1997,седан,2.5,бензин,автомат,Б/у
BMW 525,BMW,525,2850000,1995,седан,2.5,бензин,механика,Б/у
BMW 530,BMW,530,4300000,2002,седан,3.0,бензин,автомат,Б/у
BMW 523,BMW,523,2400000,1997,седан,2.5,бензин,автомат,Б/у
BMW X5,BMW,X5,18200000,2017,кроссовер,3.0,бензин,автомат,Б/у
BMW M5,BMW,M5,62000000,2021,седан,4.4,бензин,автомат,Б/у
BMW 528,BMW,528,12600000,2013,седан,2.0,бензин,автомат,Б/у
BMW 525,BMW,525,3000000,1996,седан,2.5,бензин,механика,Б/у
BMW M5,BMW,M5,44000000,2018,седан,4.4,бензин,автомат,Б/у
BMW 750,BMW,750,3900000,2007,седан,4.8,бензин,автомат,Б/у
BMW 745,BMW,745,5500000,2003,седан,4.4,бензин,автомат,Б/у
BMW 530,BMW,530,6300000,2004,седан,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,38500000,2024,седан,2.0,бензин,автомат,Б/у
BMW 760,BMW,760,26700800,2015,седан,6.0,бензин,автомат,Б/у
BMW 330,BMW,330,7000000,1998,кабриолет,3.0,бензин,автомат,Б/у
BMW 540,BMW,540,24500000,2017,седан,3.0,бензин,автомат,Б/у
BMW 330,BMW,330,3000000,2003,седан,3.0,бензин,автомат,Б/у
BMW 750,BMW,750,8500000,2005,седан,4.8,бензин,автомат,Б/у
BMW X5,BMW,X5,7000000,2009,кроссовер,4.8,бензин,автомат,Б/у
BMW X5,BMW,X5,10000000,2010,кроссовер,3.0,бензин,автомат,Б/у
BMW 320,BMW,320,2200000,1995,седан,2.0,бензин,автомат,Б/у
BMW 523,BMW,523,2600000,1999,седан,2.5,бензин,механика,Б/у
BMW 760,BMW,760,22500000,1999,седан,6.0,бензин,автомат,Б/у
BMW X7,BMW,X7,42500000,2021,кроссовер,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,13500000,1995,седан,3.0,бензин,механика,Б/у
BMW 520,BMW,520,1550000,1989,седан,2.0,бензин,механика,Б/у
BMW 530,BMW,530,3800000,2006,седан,3.0,бензин,автомат,Б/у
BMW X5,BMW,X5,57000000,2024,кроссовер,3.0,бензин,автомат,Б/у
BMW 530,BMW,530,5500000,2005,седан,3.0,бензин,автомат,Б/у
BMW 745,BMW,745,3200000,2003,седан,4.4,бензин,автомат,Б/у
BMW 320,BMW,320,3500000,2002,седан,2.0,бензин,автомат,Б/у
BMW X5,BMW,X5,6500000,2005,кроссовер,4.8,бензин,автомат,Б/у
BMW 525,BMW,525,450000,1991,седан,2.5,бензин,механика,Б/у
BMW 318,BMW,318,5700000,2006,седан,2.0,бензин,автомат,Б/у
